,Movie_name,Genre,reviews,Sentiment
334,Laxmii,Horror,"This movie was based on the life of a transgender, which was played by Akshay Kumar. The energy, time and money used to make this movie has wasted by giving such a sittish film over this time...",0
335,Laxmii,Horror,Complete failure,0
336,Laxmii,Horror,A hopeless movie in the end which initially looked promising rather than removing superstition and fear of ghosts,0
337,Laxmii,Horror,Very sad to laxmi movie and team making fun of Hindu religion In Hindi movie they show Hindu as bad religion or followers are bad persons They need to change thinking ...,0
338,Laxmii,Horror,unwanted politics director should have restricted only to movie it can be a good one,1
339,Khaali peeli,Romance,If there was 0 star I would have given that,0
340,Khaali peeli,Romance,Waste of time and money,0
341,Khaali peeli,Romance,Time pass movie.... Can see once.,1
342,Khaali peeli,Romance,you guys are so bankrupt that you cannot even come up with title for any film.,0
343,Khaali peeli,Romance,best movie on bollywood,1
344,Sadak 2,Drama,Trash movie....Don't watch anyone,0
345,Sadak 2,Drama,The worst movie I have ever seen in my life,0
346,Sadak 2,Drama,Average,0
347,Sadak 2,Drama,story of the movie is very good all the acter and actress performed very well,1
348,Sadak 2,Drama,I like watching this movie,0
349,Khuda Haafiz,Action,Viduyt acting good btw movie is same,0
350,Khuda Haafiz,Action,super movie,0
351,Khuda Haafiz,Action,Vidyut and Anny Kapoor acting was great. Its not the best movie but better than some dumbo movies like yarra and like of tiger shroff,1
352,Khuda Haafiz,Action,"Vidyut Jammwal excels in his role of a estranged husband. This movie offers him scope to have an emotional angle and he does supremely well. He has got great screen presence. Shivaleeka was apt for her small role. The cinematography is good, and the background score as well. The first half moves at a terrific pace, the pace drops a bit in the 2nd half. Overall the film deserves your time and everyone in the film deserve appreciation....",1
353,Khuda Haafiz,Action,"don't listen to critics, it is really a good movie.",1
354,Gunjan Saxena: The Kargil Girl,Biopic,Direction and screenplay is good,0
355,Gunjan Saxena: The Kargil Girl,Biopic,Outstanding show from jahnvi as gunjan in movie,1
356,Gunjan Saxena: The Kargil Girl,Biopic,"Life stories of Succesful people are always inspiring but when it comes to movie there is a lot more than that. Facts are incorrect if you go through articles and the information available online. Apart from that there was something missing.Can't put a finger on it whether it was the acting of the protagonist or the script and dialogues. The fire, the inspiration you get was not up to the mark....",1
357,Gunjan Saxena: The Kargil Girl,Biopic,I rated one star how come it is showing 4 stars. This is a trash movie.,0
358,Gunjan Saxena: The Kargil Girl,Biopic,Worst acting by Jhanvi Kapoor....,0
359,Lootcase,Comedy,"I loved this movie to watch. In this movie, I loved Rasika Dugal romance. And so this movie has some action sequences.",1
360,Lootcase,Comedy,"In an era where comedy shows and open mic stands take over the entire comedy genre, this film takes a spot for itself. Definitely a sleeper hit! Comic timings are worth mentioning....",1
361,Lootcase,Comedy,Very comedy movie,1
362,Lootcase,Comedy,Fun watching it,1
363,Lootcase,Comedy,loved the movie. very realistic portrayal of a common man. AMazing concept. Vijay Raaz was very funny.,1
364,Raat Akeli hai,Crime,"Nawajuddin, Radhika is really good actor and the suspense of the story and its editing is superb- making it a must watch.",1
365,Raat Akeli hai,Crime,"excellent movie , outstanding performances",1
366,Raat Akeli hai,Crime,Good movie Good work by Nawaz and Radhika,1
367,Raat Akeli hai,Crime,This movie is totally worst but because of the actor this is having this much rating.,0
368,Raat Akeli hai,Crime,"Armed with a slow burn gradual buildup, nowhere does the film digresses from the topic at hand. However, the climax feels relatively sudden and convenient. Characters involved don’t have enough substance for you to feel invested in them or their hidden motives. A better character sketch, tightly woven screenplay would have made this film far more engaging. Your desire to know the truth forms the crux of crime mysteries.Here, you want to nab the culprit but the chain of events that comprise the investigation don’t keep you on the edge of your seat.",0
369,Raat Akeli hai,Crime,Nice movie with good message....,1
370,Shakuntala Devi,Biopic,New song love status SHOLO Music savra Lal keer,1
371,Shakuntala Devi,Biopic,Movie is good...but has got too much family drama.,1
372,Shakuntala Devi,Biopic,"This movie very beautifully answers this dilemma with the climax ! Also the Comic timing , the humor , the jolly light moments leave us with more cravings for her!",1
373,Shakuntala Devi,Biopic,"Only saving grace of this movie is Vidya Balan's performance & also Jishu Sengupta as the Husband. Otherwise, very slow movie.",0
374,Shakuntala Devi,Biopic,Ok.not upto mark.,0
375,Dil Bechara,Romance,Really a good movie. I wish i could watch some more of SSR 😩,1
376,Dil Bechara,Romance,"No words, thank you for wonderful movie and music..",1
377,Dil Bechara,Romance,Best movie ever. Sushant acting skills was superb,1
378,Dil Bechara,Romance,super movie he is a very good actor and movie also good,1
379,Dil Bechara,Romance,One of the best bollywood movie and a true masterpiece,1
380,Virgin Bhanupriya,Comedy,Not at all a good one,1
381,Virgin Bhanupriya,Comedy,Urvashi Rautela on how her new film differs from 'Pad M.. good movie i have,1
382,Virgin Bhanupriya,Comedy,"A trash ... better to stop making this type of movie and not to be watched once also.. shame on director, producer & actor.",0
383,Virgin Bhanupriya,Comedy,boring...,0
384,Virgin Bhanupriya,Comedy,Average,0
385,Gulabo sitabo,Drama,Average story. Not so good acting. Music and story line was not good. Could not understand movie at all.,1
386,Gulabo sitabo,Drama,best movie ever,1
387,Gulabo sitabo,Drama,this movie is mostly drama movie and it have 1 percent comedy,1
388,Gulabo sitabo,Drama,Not so good.. one time watch.. story is boring,0
389,Gulabo sitabo,Drama,"Amazing movie,must watch movie and ayushman khurana is awesome his acting is splendid.",1
390,Gulabo sitabo,Drama,Good thoughts,1
391,Angrezi Medium,Drama,A nice and entertaining movie,1
392,Angrezi Medium,Drama,Very Good,1
393,Angrezi Medium,Drama,It's really a nice movie,1
394,Angrezi Medium,Drama,Average time pass movie. One can go to cienma by forgetting all their life problems and then watch the movie,1
395,Angrezi Medium,Drama,Wonderful movie without the histrionics and song and dance routines,1
396,Baaghi 3,Action,Good action movie. Story match from South Indian movie,1
397,Baaghi 3,Action,Fantastic movie. Well done Tiger.,1
398,Baaghi 3,Action,Not up to the mark.,1
399,Baaghi 3,Action,Waste full movie to watch,0
400,Baaghi 3,Action,not bad. not good one time watch .,0
401,Rizwan,Drama,Could have been a bit more interesting,0
402,Rizwan,Drama,It's a waste of time & money.,0
403,Rizwan,Drama,"spends the entire first half charting it. But both his fall and his rise from it happen in a matter of a single cut. The older films at least had a song to show such transformations, but we get nothing of that sort here, leading to plausibility issues",0
404,Rizwan,Drama,Average Movie,0
405,Thappad,Drama,bad movie,0
406,Thappad,Drama,Awesome Movie,1
407,Thappad,Drama,Most boring movie ever made,0
408,Thappad,Drama,movie is perfect,1
409,Thappad,Drama,"Its an ok movie. Creating an unnecessary dramatic situation and making a movie out of it is not required. The makers of this movie wanted to cash in on a very sensitive subject , where not many would critize the movie. Honestly it was a very unwanted movie, wherein is one gender is shown in a bad light to make other gender look better....",0
410,Bhoot,Horror,Best action of Vicky kausal,1
411,Bhoot,Horror,Movies has good storyline...it is an one time watch movie...,1
412,Bhoot,Horror,Great horror story. Different from other horror movies. Nice acting.,1
413,Bhoot,Horror,Different from normal horror stories of bollywood this experiment really appreciating and eagerly wanting second part,1
414,Bhoot,Horror,may be considered as gud b coz of Gud star cast,1
